project,BugInducing,InducingDate,BugFixing,FixingDates,InducingMessage
QuTech-Delft/qtt,b214e17bb47a41ee28377aa7aef097ed583fe39d,2016-11-18T10:24:40Z,febc20562ca555f15a6093fd97bf6092cb6d8c17/2f19337ee2b33498f4d1170cf763a9d3f86fe76b/,2016-11-18 21:34:51+01:00/2016-11-11 16:55:44+01:00/,Fix style of slopeClick in tools
lmacken/quantumrandom,d56d8618c911692ac42e8f39cd031c093ecd26ef,2012-04-15T18:35:53Z,c1f2fa109bcdde146c0d41e96f2062563fc7c3f6/4fd64b7d1500aa837ebff83c9be24b3f4008d890/,2012-04-15 15:19:35-04:00/2012-04-15 14:55:22-04:00/,Minor refactoring.
deepchem/deepchem,345c903b22f0f2320d933daea6db525ab0334fcd,2017-08-07T20:10:42Z,11a539c2f45bdc68bb3c854f58bea254267b3a6b/2c23fc6d9ccbfe543d85664163e96f195e1da114/56d66761e90c215eb053aeb3c4445ae44beeff35/20b0a55b5e53fb7cfba057f98d540e84c5a6382e/5314446e36eb7bc87b875f7c05c3a29d7a8f5a09/,2017-10-13 12:49:10-07:00/2020-06-01 18:19:59-07:00/2017-08-13 20:17:30-07:00/2020-06-17 19:00:42-07:00/2020-06-18 18:07:39-07:00/,GPGO hyperparamopt
deepchem/deepchem,e72121c64d0039693642ae1edf04b2a6126fa339,2017-12-05T05:47:01Z,c98b0f28a7b7b8cf433a31745cc0a2e5048b1602/,2018-03-03 10:57:39-08:00/,changed version string to 1.3.1
redhat-cip/openstack-quantum-puppet,991b37735013ec4d126c010158d6c1f96d5085d2,2013-05-06T18:14:22Z,8efeb8253a1977c174c341690178fd3021d2908b/,2013-05-21 08:17:53-05:00/,"Adds support for managing the metadata agent service and config file.

Fixes bug: #1175720

Change-Id: I90e3246b2684fb73e59dab0042b1de97774baa96"
qojulia/QuantumOptics.jl,1fb52009e7ca2cb258f69480bd47aae09e896237,2019-09-10T10:45:16Z,2736cc817ff73ccd130eb790d394210c2b825818/,2019-10-03 12:43:07+02:00/,Update Project.toml
qucat/qucat,5928e1ac993c7abdb552fbbdcba28ad37788d50a,2019-04-15T14:42:40Z,e9f2f7e9f58c1537d62b039e4b49806b1ca02d99/40da18dacebbd5c55a3ef886128632a58a5110be/1e6cc084c63ab953267d467449bf98e7334af0ff/b272ea131dd5c8c056a01b96bdf80934d475cb88/67c1377d733f65944d0ecd2ca15974eaf729fee3/c7336a2aacb27fbb658bb011fcd0ba03870351f9/4a06ef3e2418217a3011c6897285aa6d2fb796ec/,2020-03-30 12:47:30+02:00/2019-11-05 13:59:36+01:00/2019-04-15 17:01:02+02:00/2019-04-16 10:21:34+02:00/2020-01-29 19:40:23+01:00/2019-04-15 19:52:21+02:00/2019-04-17 17:54:09+02:00/,option to track events
XanaduAI/pennylane,7e14291d718909e203f8d27155cda8c58be3cb3f,2019-07-18T16:02:51Z,231b9d94c3053ae0a13d6550e5fdd93a00ca9d1f/96b1513e149a12eac506b910136ef5d105050d0e/123ba7ee6c0a9ef3350b6f49852b58e80365b84d/9a2c76430a6cb020d9321fdc7517b21d1f0c512b/e80dcf3fd39a0ba8618a41cb9cea5780bc75c73b/,2020-05-05 02:00:05-04:00/2019-09-19 01:21:07+02:00/2020-05-16 18:53:39+09:18/2019-08-02 00:56:31+08:00/2020-05-20 00:01:41+09:18/,"Refactor test_configuration.py (#263)

* Refactor test of pennylane init

Ported the test to pytest in renamed class TestPennyLaneInit. Also added
a fixture for the default configuration.

Issues: #99

* Refactor tests of configuration loading [WIP]

* Refactor test_configuration.py

Tests were ported from unittest to pytest. New fixtures were introduced.
The test now uses monkeypatch to manipulate environment variables.

Issues: #99

* Remove misplaced test fixture

* Remove bug in tf_support fixture

* Make default_config a global variable instead of fixture

Also replace tmpdir fixture with tmp_path fixture in test_save.

* Fix PosixPath issue when compiling on Python 3.5"
XanaduAI/pennylane,b1f439dbf7705fcb8a9003d38c5f41b1dd50aa3c,2019-01-12T11:50:10Z,1ddf632238f4d9878dfc78f3ba0796d8d12dd997/,2019-05-29 18:38:03+02:00/,fixed doc string of test
QInfer/python-qinfer,1b46426fa44138b24e7cea84770120b459a43ae2,2013-03-21T19:22:42Z,78db6694edbcf1bd7db802877dbc06a27dede8b4/fc528239a13a3b6f8e6ae6f696f80714b6b0ca08/33b83bfdfcb67694ba3ab69b77556a37d2ab8ac0/32c1b4bf86d93cdb65c764d9aa701f9753efc7e2/,2017-06-07 17:12:22-04:00/2013-10-24 14:12:24-06:00/2013-10-30 16:46:37-04:00/2016-04-11 12:56:53-04:00/,Fixed memory leak in bayes_risk.
deepchem/deepchem,ada0d8072190d6fef5676c472752cdd3bd8f997a,2018-03-25T23:36:11Z,f20016c8ebf43e786e263986d296f90b4b8551de/a3ac57d50af9e08639f63f9100627d967f79cb29/0c241128fc008e89745690bd58e91e754aa40514/ccd2f0fc9d5ee264195bb754ebc1f9841548d873/b9f19b3d1add52a75010a91dbd7a56d567128bd4/,2018-03-25 16:47:28-07:00/2018-03-25 16:47:37-07:00/2019-05-10 17:50:13-07:00/2018-03-25 16:43:28-07:00/2020-07-13 20:35:54-07:00/,Rename MPNNTensorGraph to MPNNModel
OriginQ/QPanda-2,8e822fd4e493f48d6123cc19cc2f603675927175,2018-06-06T09:04:26Z,fbb243fa3a3b1044ca0c2a51ee43c32d74946a8d/,2018-06-06 17:10:10+08:00/,Update README.md
deepchem/deepchem,0483083ba83d3e7471eca391a0bfb6a61edffd69,2018-06-11T17:24:36Z,32d8eeb745db4fb72b9f1377bcb0af64bf8c51fc/c273b22c8d55ae213cdcb2cded45373aa553a556/b7eaee92e024a10f72dafe96e8d4a983d2b42861/98294a99c5532a015ad92d5e1972f42ee074171a/49a1024b907344c569c3abd56b7f25d0f139a503/,2018-10-01 09:39:51-04:00/2018-10-01 08:26:22-04:00/2019-04-29 17:23:18-07:00/2019-08-16 17:37:31-07:00/2019-04-30 10:55:28-07:00/,Single conda-forge install
jcmgray/quimb,d5172b9862e9915e4ed1bc607bf7bc6ebc4989ff,2017-11-28T10:43:18Z,1d4c202c032d33e16b0ff9a674e1df37634601e9/6b59a383007ab117d03daba2289c424a151798d2/,2017-12-03 16:40:56+00:00/2018-09-20 15:49:51+01:00/,try fixing travis slepc svds no vecs
Qiskit/qiskit-ignis,f17fd396546e72391c50da29f4dfc8b8468257ac,2019-03-06T11:48:42Z,50ebf9aa3d4d370492b582d7c7efb456f331d7ef/,2019-03-07 17:38:23+02:00/,Fixes in coherence-overview.ipynb
QInfer/python-qinfer,cbfd7569a2894220bed28262f168487296f749bd,2016-06-07T08:22:31Z,113d24d1f4e88594c6c7bc8185a344b42114408d/7aa89de6f553914041b895bc8d4f97598f9a8715/,2016-06-15 14:20:13+10:00/2016-09-05 13:45:07+10:00/,Fixed build warning.
deepchem/deepchem,bcf1908804224a44ab5e80e65a0096446f14495d,2016-07-12T00:52:36Z,b1739816123c958c6fa3d47312810633cc682deb/,2016-09-07 01:22:31-07:00/,Committing latest change
qubekit/QUBEKit,074461ec1519ce6d7fe810438aa60277da0e594b,2019-04-10T13:25:37Z,cc372f641dc697464b030ab4d90059d00258142d/,2019-04-10 15:41:02+01:00/,conda environments and travis integration
Qiskit/qiskit-ignis,be4fe0ed595b2ec7328cd289a798e863d9f95fc5,2019-06-10T05:48:01Z,14e29a4b5587810f18d67f68cb86c7fbd38937fa/,2019-09-06 23:36:05-04:00/,Update CHANGELOG.md
XanaduAI/pennylane,c678dabdf82faba85a36182856aa5b1fa0551f61,2020-02-13T00:50:59Z,7e784b0ef0aa91446894192519fa03a03cc73a1d/c1acac050537d998485ad2af64aa17780c5791ba/b7cb1fa8f36d7c31b4009e0ee62e07120fa7e1ba/39cc06cf257ee5cb06cc67c9ce6a55877a39defb/f7ad64a39187a577ff33d1cf3abb57e345eb317a/c2d27ccc005e46bba584b3f6a18fb9eed4824f88/a776dbecfb0c1d32bb04012a69ee0e559d58c3b5/854192509c6ee558a2efe1df3404adf630f5931b/a17b0ed1824462a0e9e26901dd6789db3b60493a/beccbd73370a8be280407f3834ee0e9318a39f40/178b772435e1f22e19afc8aa828d9221d20ad719/a76f103695e15668c22005a86a6d8e31d9b3c236/d9afb759984f4580185e85c56c3fe7e4e4c312bd/,2020-03-13 07:23:50+01:00/2020-07-24 10:05:44-04:00/2020-03-16 06:20:20+02:00/2020-02-28 21:19:09+10:18/2020-03-10 18:20:55-04:00/2020-08-05 15:40:47+02:00/2020-02-18 14:26:51+08:00/2020-02-28 08:10:08+10:18/2020-02-18 02:14:23+02:00/2020-02-16 02:28:58+02:00/2020-05-12 22:14:36-04:00/2020-03-16 17:26:43+01:00/2020-06-16 16:45:47+02:00/,"Implement PassthruQNode (#488)

* Cleanup.

* PassthruQNode works.

* Tests pass.

* CHANGELOG entry, fixes.

* TF fix.

* Another TF fix.

* Fixing copyright statements.

* Apply suggestions from code review

Co-Authored-By: Nathan Killoran <co9olguy@users.noreply.github.com>

* Changes from code review.

* More changes from review.

* Add a TODO

Co-Authored-By: Josh Izaac <josh146@gmail.com>

* Analytic results for the PassthruQNode tests.

* Move visibility check to CircuitGraph.

* Oops, forgot the test.

Co-authored-by: Josh Izaac <josh146@gmail.com>
Co-authored-by: Nathan Killoran <co9olguy@users.noreply.github.com>
Co-authored-by: antalszava <antalszava@gmail.com>"
deepchem/deepchem,0fdabafbe06b52b00598a4ba2f6610bc3ffeb429,2015-12-15T04:08:19Z,c3d0520fe3413f55820b961b3f5df5238310694c/91e5385511a4c0c734e78e5d130d0c8bf0dba10e/47be8a552f1eeb6c4c2b8a55084c2a9cba537a67/a2e91325b9d51d4bcdb62de3c292f8db941f3111/d4519b349263b3c3fcbb781872c5ab14b0ae0d68/349253281df278367d1b9d24ed09d223416c7708/221be57b10fd3afd3aee34d724e0f6ec90682dc5/a4ab24f33a57d0ea9a807cf5b5d9248aae1c04fe/f7801c0046eaff75f272d757952a2de78f5b618e/d8c0d1942326aa95e30ff2b458076496ed847f2e/6963843d49417b5b55d92a1b2b439baa9acd812e/6b80747ec5328cc95f276a417355c069dca69d32/2f703bf4563ff4c6b10a2e6b982b043810241bec/fde59eb81629210df48350e516e033822af5fda4/65f7a6fb35f6710d602963b3f278707c1a72fcc2/b9d616c0caf654c849b6f21b059c6a05ffc290d3/2860de81474e10c9c0ec50f11ca3b804cb68f9f8/403bcfd1c12e996d93e95502842e73570a60d8b8/f21ff3a4283f066d164fe62b90d29e7b373c7875/786a2ca952bf710f5d2625c41a93fa247ae45eb4/836dcfbe529a5ad3e901c94946bbb7b8c8cbf05f/25f19f49668cf0ff28a87e8aa4719f5d429d299b/f440639b2f1976731cfb388c8db45f5761cbe0eb/bdb4e4b23f90a312afa77c245846b048be10cfb4/719e4bc93e0c56d60ac80a875113de7e8d76e915/658c0b910ff37945913f947f4a9c5b4794dd5af4/578bea4cc1b26185d82c026ce41e2c6a520ae18b/b191fe4c1c7ada0d9331237eef683d83a3d8da91/801dd3945b66f1aff14354d6e30f3c467b33ae16/ac8021999adcabe36b697c6c1e680be4ffd5da66/,2016-01-07 19:50:51-08:00/2016-01-17 16:02:27-08:00/2016-01-11 18:44:11-08:00/2016-01-06 19:31:16-08:00/2015-12-18 20:27:48-08:00/2015-12-31 13:37:03-08:00/2016-10-10 14:04:30-07:00/2016-01-07 18:01:45-08:00/2016-01-16 23:27:29-08:00/2016-09-17 19:57:41-07:00/2016-01-06 15:34:58-08:00/2016-01-06 18:35:30-08:00/2016-01-01 22:49:39-08:00/2015-12-17 16:52:52-08:00/2016-05-11 12:57:29-07:00/2016-07-16 23:28:02-07:00/2016-01-08 20:21:14-08:00/2016-01-05 17:37:25-08:00/2016-10-29 21:38:47-07:00/2016-01-05 17:46:02-08:00/2016-01-03 22:05:15-08:00/2016-01-06 17:58:38-08:00/2016-01-08 19:42:37-08:00/2016-01-26 23:05:34-08:00/2015-12-16 00:47:57-08:00/2015-12-15 22:06:29-08:00/2016-01-17 17:23:52-08:00/2016-01-06 20:04:30-08:00/2016-01-04 20:21:38-08:00/2016-02-06 19:31:10-08:00/,added new model and fit framework
deepchem/deepchem,b74bbade46115f4f8660161d8a601f7e88c4b1d8,2017-11-02T15:54:40Z,e831142b475bd9f9efcf40c06b381b1deb0ea666/,2020-07-29 19:12:55-07:00/,no index in the csv file
aiidateam/aiida-quantumespresso,3fca469946de12ecb809da9e461e88d83adbdf0e,2018-06-27T08:47:46Z,fbac0993bb8b6cdeba85717453debcf0ab062b5a/a835a6f41ad3a0ec8aaf1a8b22dd060fecb16c29/02712c7a61fc41a5d1baa50431a3297da0580634/3bccdd8a2025ee05fa3f1670ee253e3061383a49/a2031e96e2282c329e1acd66c5b4362141e2513a/50e063812facbb31bf421cf619f3debbd0093c54/a6647ef9212a303ab1f5ff0f5e134baecaa0d84a/6afbc1b499d90f25db238f46e5766ce24faee1d4/84930701ebbbfcaf51a4aa84f11e7c452bfded5b/f7a03009104b0ffb72b64c774b69834afaff1aab/40d8d0c4e8815d87e14b01089710eb0c0deb4239/615d699c6bb5de5578e96fe223f567e6d6f6f8d4/cab1a22d5c47028be35c3c9b16aa9c3f546df908/70d97b1cf40e3a6a4d9fe8bf0fccba09a3d4d102/00f4c3f27dd982761a262c51c760b0394e7b63f4/41b3e2bf1325c07dfcc57868b689707a868600e0/a77c68853cc87f538552a4ac45a799e097ad3f93/77314634d6e7341f386dddc2374f096eb76d2b97/,2018-08-24 11:49:27+02:00/2020-05-08 16:00:53+02:00/2019-06-07 16:45:49+02:00/2019-07-16 12:35:21+02:00/2019-08-02 16:50:08+02:00/2020-03-06 14:26:41+01:00/2018-07-05 15:26:05+02:00/2018-08-24 09:05:05+02:00/2019-04-02 11:46:30+02:00/2018-07-13 23:15:00+02:00/2019-04-09 08:50:38+02:00/2019-06-19 09:15:27+02:00/2019-06-11 13:52:49+02:00/2019-06-07 13:20:49+02:00/2019-08-09 16:57:51+02:00/2019-03-22 11:11:39+01:00/2020-10-09 21:39:35+02:00/2019-01-10 14:33:32+01:00/,"Implement the new exit code functionality in the workchains (#177)

New functionality added in aiida-core now allows to define known exit
modes of a WorkChain through its ProcessSpec. They can be added in the
define method, through the exit_code method. Later they can be retrieved
through the exit_codes collection property for a given label"
orbkit/orbkit,c3126cfe782f4f16e9466577820afa47489d6a75,2014-03-17T17:08:02Z,eaeddbfb261f6159fb0c91e7cc158ec9933f7d73/,2015-07-31 15:27:53+02:00/,ed
TRIQS/triqs,0279068dc0fc7598c9c6baae139334d514233a60,2016-10-29T11:06:19Z,8ce34550fb0d66cbfc6ec5bf25036dbc3397ca7f/102a79f06b84eeabb4e12322dfe5fd414ed7b673/,2018-05-26 23:43:55+02:00/2020-03-16 12:48:47-04:00/,[gfs/hdf5] hdf5 id: int -> hid_t (fixes hdf5 1.10 bug #353)
qojulia/QuantumOptics.jl,e91719cd87035bf1b7062c0c8291bb3838f071c6,2015-11-03T08:17:20Z,e40c8d23ca6d6156b4dea7f51ccb27e2b762a782/e897c160cbdbf477f7454b0db056726892e5ecfd/1fc393799b03845d01f300915c81f359f40f05fb/525f058cb5fcb59832ded097d9ee57e29bf85151/adb62cbb9fcf79bd921784f1a0fe3c851f33d745/,2017-01-17 19:31:25+01:00/2018-08-03 09:58:25+02:00/2017-05-12 10:09:46+02:00/2019-10-07 10:34:06+02:00/2016-03-16 13:58:57+01:00/,Add test for metrics.
qubekit/QUBEKit,c84da98f45ee0e3f6e20282b9924c5d8c17447c1,2018-10-31T11:56:27Z,ed4d17e75edf904ea246e43d96dc05b4f49baccc/9b05fd6c99f639174ad0176e7ae5e9525627813b/cb7d0a373d5dfd603692aac412130c6e81645c24/47bb0871fb56ec63053845338f57bbb7b6bcb870/f7c45510a1ebdb82c545e8547252a3c227d5a4ab/905684427633a72cd3bac538e476eee7fa66b244/76f56c78878774e1a6318d965cf9fda37e1a00dd/f485122045766cdc11b4cb223980df6b8c3f0d33/,2018-10-31 15:50:32+00:00/2018-10-31 15:50:55+00:00/2019-01-04 11:40:04+00:00/2018-10-31 18:05:46+00:00/2018-12-20 16:47:52+00:00/2018-11-22 13:53:48+00:00/2018-11-09 12:00:54+00:00/2018-11-19 09:46:51+00:00/,"Merge remote-tracking branch 'remotes/origin/master' into Engine

# Conflicts:
#	QUBEKit/tests.py"
XanaduAI/pennylane,915faaed239d96f870c6964ec09fa68cfacfe33a,2018-11-10T13:42:28Z,b45ed9c92701a221c62e1d2efb549b18b56974af/1f78e36823eecfea3159dc52624aa5dead3af01c/,2019-10-17 18:36:33+02:00/2018-11-11 20:26:28+08:00/,small fixes
QuTech-Delft/qtt,63b1dd4d02a7a7c0ac0cd552afa235d1c69f4460,2016-05-22T14:00:11Z,51b34ab75cf439ce8d77286e348a3b86c4dda228/67517bc29fb99386dba3fa04a4a6f8e39102720c/0ed59417c72352285823d4bef4ed269ae6bbc56c/,2017-05-17 10:13:21+02:00/2016-05-24 16:03:48+02:00/2017-03-27 16:49:01+02:00/,try to solve problems under windows
TRIQS/triqs,3fa2e80b998ae6a74ed403c53a43479dfcc29de7,2015-10-14T19:54:28Z,507fdc71d0c67e8657d2ad28df1fb4a68f58ba67/9ac4fd3f638a83da682f586579467a0298b52a4b/188965bad2ddf43d5bce48563eaed183661d792b/25ffaa3f269072d39baba08a5d5ffc7265fb234f/d945face0be5eac2e1887c3a18f8e808796117b5/8ce34550fb0d66cbfc6ec5bf25036dbc3397ca7f/,2015-10-18 18:42:26+02:00/2015-10-15 21:26:29+02:00/2015-12-05 19:18:39+01:00/2015-10-15 15:29:51+02:00/2015-12-06 23:57:52+01:00/2018-05-26 23:43:55+02:00/,"[operators] Extractor for the 4-index interaction matrix

* dict_to_matrix is made templated on the dictionary type.
* Many smaller improvements."
deepchem/deepchem,ffd623ab57200e7e08bbc6d861cb4d46f8a3f9f3,2016-11-10T02:27:56Z,2efccdc6835d785976e320addc0563eb1a2302c0/0af7a0518acc964d4607b33399d087aa2c1bf9a5/1b97292ef55358a0207ea3fb04f9d26b8266122d/8903c2d8ced6f85a79d612d28f8eb42b5a49b0ac/cff6617e120587b403be083b0b888de8e269a130/,2017-03-14 15:42:52-07:00/2017-07-12 21:14:23+00:00/2017-03-04 18:01:51-08:00/2017-01-15 23:49:04-08:00/2017-03-06 16:37:59-08:00/,Sider from tox
QInfer/python-qinfer,1c42994350a474a50b327694adbb08b46338488f,2012-09-06T01:18:47Z,48904378e2ef0a054a36fc606ee321c352b20e40/a6409b425e3eac795755c79f11d4c90b32660aea/23a57f0c29261aed209215002667e6d41dd1cda3/0b6a3b49845871db89dcb027d54a0a7609ffd48b/2d3613d212edbd23920a75f2477ae1e9d8a90961/f3ae095a70342aa989a691158d987e63786e9886/911a0e6652e585ca7740b102a2daa2b3668d0be6/1d394032d7f86e74c20350dae6b54ff805d2fee7/adfa6ed27e16b15657ea7bb869d33d5a4fba5f19/,2012-09-07 12:52:34-04:00/2012-10-23 19:32:51-04:00/2012-12-13 15:49:39-05:00/2012-09-07 10:50:12-04:00/2012-09-13 21:22:22-04:00/2013-02-08 20:33:35-07:00/2015-04-17 14:39:04+10:00/2013-01-03 14:06:35-05:00/2012-11-01 14:19:58-04:00/,Tomography and test code working now
boschmitt/tweedledum,688150cdc89ae3acb5705cdb13ca82cb4de8cfbd,2020-06-03T15:50:15Z,681a6d419cb000e1a3034fae089886394cb4ade3/,2020-06-03 18:31:57+02:00/,Install cmake before building wheels
jcmgray/quimb,f9d55e55d0d7012d1ce47e247308990b65a614da,2016-07-05T19:54:47Z,3715eb9c7aa07dcade33749a5ba23c94e8ce590f/b5138b9047fbc20f16bbc6f388d9af6110340c50/fb97560a6a9a427a629ac03a8f73cce8b51bd132/2a5685bb1b1b7129f377e004cfe532d4251a8d77/ad3de5c0f203249583eb620bae4a9e5f5c91f17a/62a1a4362ddf3b1b8547371870851a095f3dab98/d3e753f53199fab1ee072a6fbb794bb9eab77e36/e415455aa093aed3e1950888a6a66a7c7db17363/d5cf252ff04a486592f8f6b92972dcb77c4075a1/6148df8c8143e37d8a198cb2f31c1c5cf7c80911/98997eca8bdc3598c6b8596cfa3ad3e3f42b9431/158ad2fb1b0d9898c766dfba8b0d0f69b9036001/1377f7047c1356067955ce0065c68c4af837cca6/79f4e2b972dd74e68406b44bd0d173c406753d35/5b764691bcc2a5c840426db1292751a4eb858c18/,2016-07-06 16:22:53+01:00/2017-01-13 15:49:56+00:00/2016-11-02 01:06:09+00:00/2017-07-29 22:48:55+01:00/2017-09-19 00:49:00+01:00/2016-07-20 19:07:16+01:00/2017-08-17 13:16:27+01:00/2017-09-22 14:46:06+01:00/2016-10-06 18:50:22+01:00/2017-09-19 16:21:25+01:00/2018-08-31 00:47:46+01:00/2016-10-20 18:56:16+01:00/2017-09-15 15:46:36+01:00/2016-08-23 00:28:08+01:00/2018-05-15 01:16:58+01:00/,more tests for calc module
deepchem/deepchem,528b37b6a893713994ef6335a02a642b8827cd74,2020-04-07T23:34:30Z,ede8600fe4e0062db7ad648c48672fd7bea99419/9525c8b95b4ce1290d73cc0286e3f313dc4be9a6/38d976d012971be62cbb1a9d53ff0e55c00f7ed5/b04449fd69516dcccbb862b6c0880c9be2ca0dbd/d8a17537dd7a9874d314b31d7680b36824d3fa13/,2020-08-25 23:51:31+09:00/2020-07-02 19:21:02-05:00/2020-04-07 18:13:02-07:00/2020-07-14 16:09:31-07:00/2020-07-07 13:24:19-07:00/,Fixes
aiidateam/aiida-quantumespresso,a0b52b5ca7fd130db769e4bd4595ca682bfecd4b,2018-01-05T11:26:40Z,ab3368d31f960c1cb62374a6256e8337693fbae0/cab1a22d5c47028be35c3c9b16aa9c3f546df908/a6a74452228f22037f6a97ed504b133b9c30c32e/,2018-01-05 13:06:58+01:00/2019-06-11 13:52:49+02:00/2018-01-06 20:20:32+01:00/,"Add basic error handler for unconverged calcs in PwBaseWorkChain

The most simple remedy for convergence not reached at the end of
a PwCalculation is to simply restart from the previous calculation
without changing any of the inputs. In the next iteration
convergence might just be reached"
XanaduAI/pennylane,1de545dd1df74e7c20eb06f86f1ecb2aba9e28dc,2020-03-13T15:21:36Z,5f8064f269698cf83c2c274039096f2a80dcf8b2/dd92ecc2bd1e2d40b6c5c3ef57498bce8fec73b0/,2020-09-14 21:35:57+02:00/2020-03-15 03:41:49+01:00/,"Fix inversion of decompositions (#543)

* Add inv decomposition test

* Black

* Fix test

* Add decomposition hotfix

* Update tests/qnodes/test_qnode_base.py

Co-Authored-By: antalszava <antalszava@gmail.com>

* Add recursion test without inverse

Co-authored-by: antalszava <antalszava@gmail.com>
Co-authored-by: Josh Izaac <josh146@gmail.com>"
QuTech-Delft/qtt,40d3ca7938244c277a4b1beb232ee0e9c5a56247,2016-09-06T11:59:01Z,3a75d524bda8fd6415b0354eca63320709a0a083/cb281648a29f118690db4bcac681f2a88e57f7ca/f32fd57ec6c03e05b1b56e2cd0f71e9bb6dc4948/09f79a1da62a3332185cad87eba5ced41221993c/e175a364b74854175492ae74451691be86225e46/d738dd829c2a20af065f86ce8772de1685c7ea74/,2016-09-07 16:37:40+02:00/2016-11-25 10:49:41+01:00/2016-09-16 15:22:30+02:00/2016-09-16 15:22:30+02:00/2016-09-20 11:08:27+02:00/2016-09-20 11:08:27+02:00/,Fix sweep functions in virtual_awg
QuTech-Delft/qtt,ae8f70aea6875233383059d7df1f7e59b75348d9,2017-02-07T11:19:57Z,ed0986df07569fc1a5342b62ef9b1b6b0a29bda8/,2018-07-09 23:50:01+02:00/,add docs
CQCL/pytket,bced71743efd493e423a613028adc3f400dd4986,2018-07-18T22:09:09Z,30ba6be941e130b7ead82f4008ed40dc734b13ef/,2018-12-07 10:08:21+00:00/,docs edit
evaleev/libint,9f9128d9d314f9cd38fc0994694a1d95cf06abce,2007-04-29T22:25:17Z,840da33bd103ead6e0f1b616873bf93c1f5b8429/6568b431f7f77c47e51ddef1370dcfa16e4a59f7/,2015-06-17 12:20:07+09:00/2008-05-22 17:13:51+00:00/,"RecurrenceRelation::generate_code() can determine whether to use CSE.

--HG--
branch : prerelease-2-branch
extra : convert_revision : svn%3A30ab2afb-5f51-4bfe-ae8b-bcb573c66ba7/branches/prerelease-2-branch%40323"
deepchem/deepchem,8db9166baa88ec7b57c5f3926579295f06cf9acf,2020-08-05T01:12:16Z,118151c9ae8a17d3d7bde066344807bc3b25e517/8a58f7d4811e4dff9b76fc2b7dbda816093e3b01/,2020-09-04 00:51:28+09:00/2020-08-04 18:48:48-07:00/,Changing sdf loader to yield
deepchem/deepchem,242d4d1aec28d8b0d0681b892d605b78a071612b,2020-07-01T23:21:50Z,ede8600fe4e0062db7ad648c48672fd7bea99419/,2020-08-25 23:51:31+09:00/,fix(wandb): use is_wandb_available function in callbacks
XanaduAI/pennylane,620d0a41bbb133b5df3be3faa41ce0957d08c230,2018-09-06T16:18:15Z,c68bbd1baf67597105a64dae46bbf34c0aa467b6/adeaad8143357f7d3e7cb015de574c1a2039ebd9/9713e459f02106fe8005657df8bc4365fe94de23/56d91d92f5e494f13139c7c9e0d444b22384ba0f/5cf2ed717636083d33b2c9e52874ce8a59f317a2/0888e9f81e494bb7f7627bdf9ba7965ccddc95e2/423f03d35856717af906c6bf0ba380dc8f7027e4/57757f994a2ec3c65d9d17609c2d3375ef130b22/22efe4c5d6f3fdfd6d24ad57a4bc8e526950dba7/6f3bfc216009b68a0815c9c3fd1f06519e607037/fc2ec00e7f35e36681bacd7737d43e2db2d6be15/98a9b2a8e409591039ae79774f6467b212656532/,2018-10-12 14:28:06-04:00/2018-10-16 06:11:20+08:00/2018-09-13 14:33:28+08:00/2018-09-08 23:38:37+08:00/2018-10-18 21:36:51+03:00/2019-10-18 03:03:26+03:00/2019-10-08 02:15:15+03:00/2018-10-26 15:07:04-04:00/2019-06-18 22:55:18-04:00/2018-10-12 17:17:20-04:00/2018-09-11 19:28:26+03:00/2018-09-19 02:14:04+03:00/,further cleaning up of gradient-based tests
deepchem/deepchem,d9eabf5d76ced399f17606420edb5b7bf954d2c4,2017-04-29T00:23:50Z,38e2076694fd069be6be5d0be428b28e7eddc99e/118151c9ae8a17d3d7bde066344807bc3b25e517/9a2c1c6cfc8d5d3923f1a510fb4553a35a630851/d1dc4e10fb6edeafe36429b672448b87bb8a795a/e55ef461a99524b504e6a6b6e90bffd391d24301/b9cfdbc282412193f2e786d306a2c9e0dab25128/89ac2c4b7dd8bebd9f64f343a38094ce86b4bdb0/529c8134c0f380f505a2483583eef6d1efb2811a/,2019-07-30 20:11:36+02:00/2020-09-04 00:51:28+09:00/2018-03-27 00:11:29+05:18/2017-08-28 14:10:26-07:00/2018-03-08 20:58:07+05:18/2017-07-07 00:30:21-07:00/2020-09-14 10:48:15-04:00/2017-07-25 23:22:25-07:00/,compare methods for qm
qubekit/QUBEKit,23a096410023723d574f2f37e4dec64fa93ba23d,2020-04-08T15:37:22Z,ee8298f0bf031b2e1057f84a53fa704f67b54f9c/,2020-07-31 15:28:36+01:00/,Made symmetrisation optional with command -symmetry
TRIQS/triqs,01dfb30a5ea8950a7cc45a343a573b9a9d394a1d,2018-02-28T04:01:36Z,883456eae491d85bd26617a827d3be22c6b7a610/,2018-04-19 14:53:33+02:00/,[pade] Improve pade approximants for orbital diagonal data
deepchem/deepchem,b08b68fdb78fd2128dedba853f38bbedf4f16af3,2017-02-13T22:14:57Z,c53c2fad7caf9d6b6dc947101dd0181dfbf3a0b1/,2017-02-13 14:46:54-08:00/,Go To Jenkins
QuTech-Delft/qtt,a66dbe11f96b3b21c85729fa058a0341a069528a,2016-08-11T11:05:46Z,6b16be38c69b5516d139e3ec0da5fc290ca147fa/,2016-09-01 19:21:12+02:00/,minor adjustments for 2d liveplotting
