project,BugInducing,InducingDate,BugFixing,FixingDates,InducingMessage
qiskit-community/qiskit-vscode,727e15120da33d1c2ad7b15a0dfb8ebea68a531a,2019-05-10T14:31:52Z,de322b37de9318b4436b199bb5d592fe3aa7c973/,2019-05-11 00:35:58+10:00/,"ability to use python path from settings, defaults to previous behavior"
softwareQinc/staq,e6145142bdb8d8f31f818a7f55624c2443e4232d,2020-04-08T21:12:03Z,aad4b798feb08db87ee2195d1f4ffd1b830164ea/68d8e0bd5a6f916acdfff2d447b476c3130a0206/,2020-04-09 23:57:30-04:00/2020-05-13 12:51:20-04:00/,Version 1.1
Qiskit/qiskit-ibmq-provider,f118ffcd3ad564af7059e60ae354f095d8dd615d,2020-07-23T03:08:26Z,613bd7ced6616bc4c5148b8371de88a16d7e5cb7/,2020-07-28 10:14:58-04:00/,clean up fake jobs (#722)
quantumlib/Cirq,1788d077dc2231dbd6755bb209b650ce9d1200ea,2019-09-25T00:05:58Z,31b5436df412353a52b71ddded9e3630ebf3c3d9/f14ed20545338f404516c55fd150daa8cbfd292f/61e19e5b0cde726bdbd37c2918ce2c9f802b18f9/,2019-12-02 16:30:57-08:00/2019-11-19 15:39:27-08:00/2019-09-30 19:57:45-07:00/,"Replace usage of cirq.Circuit.from_ops(...) with cirq.Circuit(...) in contrib (#2166)

Part of #1787

This should be nothing but basically a search-replace of `Circuit.from_ops(` with `Circuit(`, followed by formatting, followed by tiny manual tweaks."
Qiskit/qiskit-terra,0e0f39ada22277472222bfdbfc2b8df5cf2fe2e5,2018-09-27T15:00:15Z,fcdb2e150dab9c708d3e7facbe6b2326542c12af/,2018-11-17 09:09:16-05:00/,add other execptions
Qiskit/qiskit-terra,86fb7f95a42d5e4c500fb72954b2020fe99828cd,2019-08-06T14:38:32Z,08514697a96556eb8b3b63f4ad885ed940d6b879/effad1228e0d9f24ea3343e0821054b74bd4e8ea/,2020-03-29 19:17:42-04:00/2019-09-23 10:07:52-04:00/,"Add equiv method to Operator and Statevector classes (#2910)

* add Statevector, DensityMatrix classes to quantum_info init

* add equiv method to Operator

* Checks if two operators are equivalent up to global phase

* return false rather than raise in equiv

* add Operator.equiv test

* add equiv method to Statevector

* update changelog

* mr lint"
rigetti/pyquil,1d2f82b3204114d10ec39ff132e89e7c9fb4701c,2018-01-10T18:22:40Z,a972b2f834ed6eef3c0ab33ef7f0f157922c8873/a952c3df9afaf40b076734a9a37f93d09d3b399f/13831862d4dfe7be0ef209db49e16b38b4303603/,2018-07-20 15:21:46+10:00/2018-10-03 16:37:16-07:00/2018-02-16 09:52:06-08:00/,Fix failing Python 2 build
QuantumPackage/qp2,919662ee0b64abb6a20a3e61c1d1bb261fcb05c4,2019-07-04T14:16:57Z,53eb7f553171680385f484f91260147933ddf9f5/887afe97b44718c232e4b6bd1b46f5f7af49e5e9/62f82b03c0aa62bf820f4dd5d2e919b396ad00bc/59aaf3806d062f585b4b8a81f1815b23064b0c6f/65a5b87a434c32711982aa8c24861c2932af7afc/e3779e3c634d8485f59c6ad7b38c7e45e3b881bd/b470cb6c1ef5de248f65fa1a48a3117632da945a/,2019-07-05 15:48:31+02:00/2019-07-04 17:34:56+02:00/2019-07-05 10:31:02+02:00/2019-07-04 16:43:08+02:00/2019-10-25 01:30:30+02:00/2019-07-04 18:04:43+02:00/2019-10-25 17:31:09+02:00/,beginning to rewrite two_rdm
microsoft/QuantumLibraries,19394701881b50f3e899914125a3322c5ca99000,2019-09-03T17:30:52Z,505fc27383c9914c3e1f60fb63d0acfe60b11956/55df2709294f27a55f286bab799d60ae81e829d3/b4be0cc10453381db41f937f04f501c72bd438dd/,2020-08-21 09:25:57-07:00/2020-05-12 15:37:13-07:00/2019-10-23 15:29:01-07:00/,"Functions for arithmetic, logical, and bitwise functions. (#152)

* Slightly improved complex in Microsoft.Quantum.Math.

* First set of operators as functions.

* Added operatorfns to Microsoft.Quantum.Logical.

* Fixed layout of Bitwise.qs.

* Added tests for logical functions.

* Refactored equality facts to use common base fact, add ℂ.

* Polishing up tests and hunting down bugs.

* One last test fix.

* Fixed truncation error in bigint left-shift test.

* Addressing feedback.

* Addressing feedback in Bitwise.

* Addressing more feedback."
qiskit-community/qiskit-vscode,7f2f4fb5da9d4fdf7fdc5a92a59e445b573a4741,2018-06-18T11:09:12Z,cfff830431d739242bf5237f7b94344a96ae63c3/,2018-06-18 17:35:18+02:00/,Added PR #141 to the CHANGELOG
microsoft/Quantum-NC,771c0f736ad1e7dac9551901057d1d9741d7b4b9,2019-12-23T03:42:14Z,87a8a5836ee0368b65f1fe923dacb5d86d0941dd/e1d3b0bfcec4cf2d1740374edad3de3a7356d589/919dc8f8a73d8040747adfd5ccee5590d01d8aed/3260a7e28a4083327f40317d3a597bdfbbcfd927/2b50875c1de72524a5931e1878b5de2b3ed0d54a/,2020-04-15 17:24:36-07:00/2019-12-25 14:35:21-08:00/2019-12-22 21:13:27-08:00/2019-12-25 22:05:10-08:00/2020-04-21 20:21:39-07:00/,project updates - still need the right package nrs
quantumlib/Cirq,4f20b008e57e02408454803b844ca2b9bdc7a556,2020-07-20T21:00:34Z,b21baea25f9f6948b8cd88221b121c8251ef2a23/d848611149d110c47ab611d7e690e29d1f0adce2/,2020-07-29 17:20:50+02:00/2020-07-31 22:28:21+02:00/,"[Pasqal updates] PasqalDevice class generalization (#3141)

This the second child-PR of #3126 , following #3133 .

 - Generalizes `PasqalDevice`, removing ties to the physical placement of the qubits.
 - `PasqalDevice` now serves as the parent class of all future Pasqal devices, only enforcing constraints expected to exist on all future devices.
 - `PasqalDevice`can also be used as the device for submission of explicitly unconstrained circuits to Pasqal's devices.

A new device class, `PasqalVirtualDevice`, will subclass the new `PasqalDevice` and recover the hardware constraints of the current `PasqalDevice` on a future PR."
Qiskit/qiskit-terra,334c2bae0dea19118a98dbabb40be7739fbb6cb5,2019-11-11T22:10:43Z,ee8974d2eea65257ec8bd5044870a8ba440d1e74/,2020-02-13 13:04:59-05:00/,Create codeowners for scheduler (#3452)
quantumlib/Cirq,a9c1f6411431fa69aee58ea49c14df7974f59e7b,2018-07-20T22:47:06Z,f7353116d458c949ad8fdb6821657c0d97796bff/7427ad3fd4e1993a74d16926c5b861199b302409/e907109ab72f903cc600b7fd621c9e1bbb9fb02f/5c868a7d7a79d959752b9ef829ed0b878bef287d/9841cfc72c67530e36248220ef39f03b50ff1c63/,2018-11-21 14:24:08-08:00/2018-07-24 18:13:51-07:00/2020-05-13 15:00:33-07:00/2018-08-02 18:34:24-07:00/2018-08-08 00:37:02-07:00/,"Make CONTRIBUTING.md reference development.md (#736)

* Reorganize and link CONTRIBUTING and development pages"
Qiskit/qiskit-ibmq-provider,c56bf713ccebc58c6dcf60742a9c0e7055d4604d,2019-01-11T17:34:32Z,217ba0f6eef5d87b6e36caffac2f96eafa7860e9/c3bcfdd3fd054574fd52c32cfe85a4fe13ed8ca4/,2019-06-07 14:56:14-04:00/2019-04-17 14:15:10+02:00/,Add CHANGELOG
XanaduAI/strawberryfields,4e9d13c74624a7b8f6150aa008a22567f4234a04,2020-03-19T10:25:33Z,2cb8737bbba46f9c2d5bea5a7df74ca0cf85cfb2/01894f118e7273f5a4bc4e0547740102f07ff53a/,2020-03-20 13:01:01+10:18/2020-03-19 21:22:59+10:18/,fix up configuration and cli pages
Qiskit/qiskit-terra,c493440702968e186f0a2ebf143880e933c3b66f,2017-07-18T11:07:28Z,f98b07a3f4286a420e5f8e9a74a007e4a03ac9c8/eca566c8796ecac426e1b58c2340d12ab092caad/,2018-06-04 14:19:35+02:00/2018-06-07 21:16:14+02:00/,Add templates for issues and pull requests
Qiskit/qiskit-terra,8bebefc6aba5443c2134f514d13be3d6e21b429c,2017-09-27T09:00:58Z,ea993b421ac8624b7f28c6e4413c21dc9b5813de/,2018-04-10 18:37:39+02:00/,Merge branch 'master' of github.com:QISKit/qiskit-sdk-py into feature/test-unifying
Qiskit/qiskit-ibmq-provider,3ace23a40a9a049c08b140bf0a16c68ed5647f74,2019-05-23T14:34:01Z,04750c2568376c275ca2d8293b88e3e099087644/,2019-06-26 11:52:04+02:00/,Add IBMQClient._user_hubs (#115)
rigetti/pyquil,25515d95a481507cf9a45b0892288dccea6ddc7c,2019-01-11T22:36:07Z,42fbddb5378087391e5b964b44a5b7a7eac2422b/,2019-10-31 16:43:43-07:00/,reflect quilc URI strictness (#759)
Qiskit/qiskit-terra,bb2ac64a96225174dde9ea2a9a88add6bae7c268,2020-01-09T16:49:39Z,e9d29ee5e68d649f8d289aca2f3448d1a38a7f5a/86f5d4645108613899fd6c1998dfd9891c4f31c5/,2020-08-05 15:56:14-04:00/2020-06-12 11:04:47-04:00/,"Assemble meas levels validation (#3694)

* added error in assemble and added new test in test_assembler

* added error in assemble and added new test in test_assembler

* Update assemble.py

removed f-string

* linting

* added pylint exception

* Update qiskit/compiler/assemble.py

Co-Authored-By: Kevin Krsulich <kevin@krsulich.net>

Co-authored-by: Kevin Krsulich <kevin@krsulich.net>
Co-authored-by: mergify[bot] <37929162+mergify[bot]@users.noreply.github.com>"
Qiskit/qiskit-terra,08b801f1f8598c4e44680b4a75c232ed92db0262,2020-03-05T17:03:54Z,044a5cbadb8b448be4ff04c0af84e103e8cfa3e7/7303e7d87aa6a04a2de039aa261c661c43398ce4/7ec4effc263a98ba436e3980225a8af937e47333/e5adc70295a0d408d7fd911f46bb9d177a2ea361/08514697a96556eb8b3b63f4ad885ed940d6b879/,2020-03-20 11:37:31-04:00/2020-04-09 17:01:26-04:00/2020-03-12 12:36:33-04:00/2020-03-19 16:31:21-04:00/2020-03-29 19:17:42-04:00/,"Add ``ScalarOp`` to `quantum_info.operators` (#3887)

* Add ZeroOp and IdentityOp

* Linting

* Fixup identity op

* Add identity op tests

* Fixup ZeroOp

* Add ZeroOp tests

* Lint

* More linting

* Add release note

* Rename IdentityOp to ScalarOp

* port of 5a29fc58b7c67663d5a407a16e8e8809f61a850f

* test reorganization

* lint

* Set default coeff=1 for ScalarOp

* Address review comments
* Add some more code documentation

* Remove ZeroOp

* This separate class is no longer needed after changing IdentityOp to ScalarOp

* Linting

* Break up tests into more TestCases

* Lint

Co-authored-by: Luciano Bello <luciano.bello@ibm.com>"
Qiskit/qiskit-terra,33f49e0316935927d3030956977ea8fa91395fd1,2018-09-03T15:06:57Z,65ba65d0f88aa586c1c6cb25b709f4709bbeb287/3eb9e00599da1d29ac68c9e584f5188dfd9a95ee/4f7b3fdaf8ee6f8f3f90555441117d83e808eaea/9076b8c662bd48d897bb38ff8197c38e85e1ef27/517e273f6921ed778aa5f920a2cdbfa366306358/021710d0c90cec4e9a1be7950bef1d7c4854d51d/ef43be7fb96bc425b7765d18bb0a50029436ecc3/221809c4014af53024b7a316bf3fddfcefac5f0a/5672a3c627dd64a57c5ad0e78a86d09745d9a2d3/79d91f6f59fc66769e7bc5d93e09cb688c23bdd8/2fc59a4386531dd67e9bb369de5b424c489867cc/2ea7d176eae33a5ff8385fd309fe1e74a761f1ac/257f7e5105baf178116cb04bd37f132ba7219264/916955108c46eb46fa691eb26e89da9f0097c89b/578b353ac42847c8af49374e0bbc7b9ef279bcc2/b8bcd9a6f6fb23f737acd68b0fc5a7508ec86cd8/862dcb53a31eed7de883b4cd472ccab8ffdfc543/b2bbb3f05968f3cadc2993ed66123077d80026ef/d991e1d78e972c3d1ead67dc65ea07c3435af8d4/05a924ccf933533607c67dd78c01870fda794fc0/b9f33d2bea22d18e5dcf2557a7218827a201d294/54b3ab1282776609fa50b013a0b685e0301b6336/43fc166980d38fb0ca86c233be9b44483717abc5/55035cea841c35ce19387614dc4bd711a9af6ab1/7fa863bfee918162a8492993e45e1e16e11d59fe/,2018-12-26 16:46:30+01:00/2018-09-04 20:11:34+02:00/2018-10-01 16:12:59-04:00/2018-12-29 20:00:50-05:00/2018-09-10 13:11:06-04:00/2018-09-19 04:26:46-04:00/2018-09-10 12:10:46-04:00/2018-09-04 10:08:52+02:00/2018-11-15 09:46:12-05:00/2019-03-10 04:41:56+01:00/2018-09-29 21:22:02-04:00/2019-01-03 08:54:25-05:00/2019-01-13 08:15:24-05:00/2018-09-28 17:19:56+02:00/2018-11-23 13:27:20-05:00/2019-01-21 14:41:42+01:00/2018-10-26 13:00:23-04:00/2018-12-28 17:32:27-05:00/2018-12-03 21:59:51+01:00/2018-09-13 12:52:14-04:00/2018-12-01 08:17:33-05:00/2020-03-10 18:36:14-04:00/2018-12-18 00:11:40+01:00/2019-03-27 19:51:31+09:00/2019-02-10 22:40:22-05:00/,"Issue 651: add schema validation before QObj jobs are sent (#807)

Add validation of the JSON representation of Qobj against the proper schema just before submitting it to the backend.

The basic validation function proposed here will evolve to cover not only Qobj validation but also general schema validation.

It turns out Qiskit is producing non-schema-conforming Qobjs with the `JSONBackend`. In order to temporary fix this, the schema now includes the simulator extensions and compatibility with the deprecated `conditional` property of gates.

It remains:
1. Provide a Qobj backend to produce schema-conformant outputs.
2. When sending the Qobj to the backends, after converting to the old format, restore conditionals using the new `bfunc` to the old format using the `conditional` field.
3. Implement an extension mechanism for schemas allowing backends to alter the base Qobj schema.
4. Remove the extensions to Qobj schema and make Qiskit validate against ""Qobj base schema"" + ""backend-specific schema""."
ProjectQ-Framework/ProjectQ,ba48b71830a6f46acb3e9efc97f8b2f4b31bb7db,2017-10-03T13:21:55Z,234025aa4e9f4b35edccb8b3175e4177553cd34e/fb67ade705aa7ac8b6052043e35a0dfcd47eaac7/2d4fe5321a572a1a003382dbe32be5c7e1f93cda/4bf9fd0a647d4a09eeb57f0d96a9aab54e6fda9a/1411ef89237d3f3a743229320393a56e9e6a1c65/7da50cf7a126a29c21d7c935c71684e86132b522/,2017-10-18 20:26:01+02:00/2018-07-18 09:21:15+02:00/2018-02-13 13:47:22+01:00/2018-06-13 13:23:53+02:00/2018-07-15 09:52:35+02:00/2020-02-04 13:16:02+00:00/,Add support for both 5-qubit IBM QE chips.
XanaduAI/strawberryfields,d3917ed8af73c96d36d7ca3dd28ffa73e0653573,2019-03-18T14:04:46Z,cfa8bf24c4985198f0b5eeb0144dedfd8e5eb78d/,2019-05-27 19:44:46+03:00/,"Update strawberryfields/decompositions.py

Co-Authored-By: ishdhand <ishdhand@users.noreply.github.com>"
Qiskit/qiskit-terra,df8033ae8dd66fa5641fb78423ad819b68a1fc50,2017-12-21T15:48:41Z,f578e72a244aefa5980ca26f5e0e36eaf0547e13/2c39096cacd2c1ba82bade39fd30a5bb654bb47f/,2018-03-30 08:03:43-04:00/2017-12-28 14:32:36+01:00/,"catch deprecated basis specification (#211)

Some devices would return a basis of the form 'SU2+CNOT'.
If there are no commas in basis string it will be replaced
with u1,u2,u3,cx.id and a warning will be logged."
Qiskit/qiskit,e27af3ec3cd437a0bac3259fdfd2134f174869e7,2019-02-19T15:41:09Z,96956a99b97020e3473ca4765f01064885df80bb/334645c09e98f9a8ce1a97b8948618f417292399/,2019-07-16 04:13:12-04:00/2019-03-04 16:53:25-05:00/,"Issue 78 fix meta for latest pip (#119)

* Making the command to error intentionally

* Bumping version"
quantumlib/Cirq,dfb36a6e94a0c22bbd6e2a496931732548701add,2018-08-01T01:07:06Z,0a5d3d496470938a08dea6fa9ce7b0225bce1984/db408f680ef60bf7132d71ece42e89dec369cd94/,2019-11-13 14:27:30-08:00/2018-08-03 17:18:19-07:00/,Fix check/ tools not going to repo root (#785)
Qiskit/qiskit-terra,8253cf4a984f9afd49d8b962c3e9eaad9d8efc3f,2018-07-11T15:47:37Z,c67f33629bca473564f71995d210453ed31d2bfb/0f38f99f9fbcb273c71981d34fda948a1e2a2821/34358bdbb6e41ba623edab4715a6ee9859bacea7/34bf43b968d77a4b95611ffca612f3332a3c656d/09af5d7566345355d52454e7f3c5e1cc7da3cb16/257f7e5105baf178116cb04bd37f132ba7219264/,2018-09-13 07:38:30+02:00/2018-07-13 13:19:35+02:00/2018-08-03 14:14:59+02:00/2019-06-07 14:53:10-04:00/2018-08-14 15:36:25+02:00/2019-01-13 08:15:24-05:00/,"Use get_status_job() in IBMQJob, bump 1.9.8 (#641)

* Use get_status_job() in IBMQJob, bump 1.9.8

Use the recently included `api.get_status_job()` for checking the
status of an online job, as it is more performant than the existing
`api.get_job()`. Bump IBMQuantumExperience dependency.

* Update changelog"
Qiskit/qiskit-terra,69448755dc41c0ea07cfef226098e8064cfd5cfe,2017-08-02T19:05:26Z,57187093a03f4e27ec7feaf52fda740127f757a3/39e30745ce3d405b8bd90637f1411f9f6f3cd5fc/29912385c2df199cd54fdb5c71326ba137f9075f/1a46f86e78f9bc1cceab272bf975db8295f9284e/868986d4c0e933c5ea49bc67c62b927cd9b7d7a7/9134634f43bc858a32b4d6a9c3edf352e2f58873/c435c121468d9e73c165f849ca9a6e7d0d02050e/5af7bd2cd12daa41a87ab39287e71cc7c312af77/e49d132e307a5103e523b819626c92ff4096077d/0c2612b7578c49347cd632965364afe7364ab7ab/fc9c8f7fa5fb5396bccfb00505f332c61b48deb0/536ac4d46218cc573a6a91b7492618b97a8f3987/,2018-12-04 15:34:02+01:00/2020-03-06 07:00:16-05:00/2020-06-30 12:07:19-04:00/2017-12-27 01:15:50+11:00/2017-12-21 23:24:38+11:00/2019-11-06 11:46:45-07:00/2020-03-06 06:58:36-05:00/2018-01-17 12:17:08+00:00/2017-08-08 15:57:02-04:00/2017-08-03 14:54:02-04:00/2020-03-05 10:58:28-05:00/2018-02-05 11:47:53+01:00/,"Merge branch 'IBMQuantum/Dev' into feature-process-tomography

Updates:
 - Fixed state and process tomography notebooks for new quantum program
structure.
- Added option for Pauli ordering by weight in vectorise, devectorize.
- Changed partial_trace to default qubit-0 to right of tensor product,
with option to reverse to ‘normal’ ordering."
Qiskit/qiskit-terra,766bf0a0d4a3e6659a5567298fed65368ea18fc9,2017-05-12T06:30:54Z,556824c65b7491abdbedaab994002a5f87236f55/cf826684c58bb65f657d704cce475ae039e28bd8/986248c728b9c290d46e6ea9586aa26de0fd0190/b7afaf6fb1c835781bc4471311ecc28fa2926cb6/0c2612b7578c49347cd632965364afe7364ab7ab/fd96e7fc669a11ab6ebd896dbb6595017193be8a/,2017-05-18 14:49:29-04:00/2017-05-12 23:04:36-04:00/2017-05-12 18:45:09-04:00/2017-05-16 02:06:05-04:00/2017-08-03 14:54:02-04:00/2017-09-15 13:33:21-04:00/,fix quantum program and entanglement example
rigetti/pyquil,c41cf7d900f9b6e9bd184c16346c9defc414b7c5,2018-05-29T19:18:36Z,a952c3df9afaf40b076734a9a37f93d09d3b399f/,2018-10-03 16:37:16-07:00/,fix broken link (#452)
rigetti/pyquil,c46a4761706eb438e21d4da60cebe809e22e25e7,2019-12-30T20:05:36Z,ce9c79164bcb224eb861edeb21a975f2b0fe476a/af8ee22dde4373b0bbfde2eb6633cd39c61f7c97/,2020-01-02 10:40:59-08:00/2019-12-30 18:05:08-05:00/,Finish the rest of the type annotations for quil.py (#1134)
quantumlib/Cirq,a2dacab0264d60cf0364d9f455d57713ef9f48c5,2018-01-18T21:56:36Z,923b7bfcd7d3d1b8762da4eb6e459c01fa1bf083/5e41d6a13553d6193917f59af77ac8a52cf5ff92/b8b457c2fc484d76bf8a82a73f6ecc11756229a6/fed8d93ea0974029c5bf02d4b13aa623f04a6219/0e892a16111186c99d4f7e75c7e4aa23c013d8f2/190c41fb95a422d5828f74054b50f3ce16e20bb8/f2631ac8bcd7237b9b94a4b6b6b925d013ecd513/f5c6c00ed8d83f19d8e78cead28c55154ab3d1ea/7a54c9f9e1697695af2bb827122e37816ce8f398/001cd9208ac996722e2ca03b244a043e5257fb85/75bb352554424b1767e9ef4450f1d01492488e90/3da806cae38dea671efe42b9b5c89b94839046e2/4e86982c609d2232c4f90fffca30e04bd31b9bd1/3a61edd5c25de03996763d994e49ed95cff6e9fe/7c30a63283cd9dd6a3837337c5a9d304d79f8675/890282070b0ef83e74747557a5d7dd7456d529e7/354ea34b48cbdfd813edef935fa108072ce8b738/8c45193c58f1476503a1ee5297e6271d362df37a/356fc23906a832c29647a3c7d15b9850e5de8070/9b87c394a6eeecf61f839bbc5c63a18dd5b2411a/98bf3b0075f8371af4ac6027bc39ad8fea4ed3e6/630b311ba4c9eac0a322e4b22041b39477867766/e2d74d68e73409ac02b72ddecf8cf449234651e3/d79557173fd008a572d0561e0e8babb64e953545/149c09e41b786f206cc8f8d6322870b3831678ec/,2019-08-12 12:48:35-05:00/2018-03-26 20:58:38-07:00/2018-11-28 16:46:23-08:00/2018-02-22 13:36:17-08:00/2019-01-24 21:20:58+01:00/2019-11-01 13:46:27-07:00/2020-04-24 16:34:04-07:00/2018-07-30 18:59:38-07:00/2018-08-13 22:00:08+02:00/2018-07-11 12:16:17-07:00/2018-11-14 18:53:26-08:00/2019-09-10 01:16:17+00:00/2020-04-28 15:58:39-07:00/2018-07-11 16:07:38-07:00/2018-03-14 15:24:48-07:00/2019-11-21 16:22:08-08:00/2018-10-19 10:58:42-07:00/2018-07-03 18:16:17-07:00/2018-07-03 12:38:21-07:00/2018-10-17 17:38:56-07:00/2018-10-14 16:26:07-07:00/2018-07-10 17:53:08-07:00/2018-07-07 04:09:18+00:00/2018-09-07 10:18:17-07:00/2018-09-17 18:42:24-05:00/,Move and refactor Single/TwoQubitMatrixGate (#18)
Qiskit/qiskit-terra,f62e9a4779d62fd966e526b3e790d3d98ad1c062,2019-09-06T18:28:28Z,4c5354c04ab4f9f27ef4451ec0678d4915767621/5bdee8cf84d8e74efb046d395706c663ce88e5bf/612104b4f9bb23fca13221bd3b4d9f67989e68bd/d06f5bf800979fe5369de7f0fd06689771ecc324/ef76d5d08e25d5dfbe15c8c155477b98fde0ba7d/85304a4905fffc6776cd5597a65aa9290761ba19/0b197d1fe41d497d1ab42a3bf902bb2369a2b3e6/,2019-11-11 16:07:39-05:00/2020-07-08 09:24:50-04:00/2020-04-27 21:34:38-04:00/2020-04-02 18:28:55-04:00/2019-09-10 10:04:01-04:00/2020-01-27 13:24:07-05:00/2019-09-27 12:07:24-04:00/,"Add scheduling padding method (#2880)

* Added delay command and instruction.

* Added delay to __init__.

* Add delay to schedule assembly

* Add delay too init.

* Add delay too init.

* Split up schedule tests.

* rename command tests.

* Add discriminator test.

* Add delay tests for pulse channels.

* Add pulse schedule delay tests.

* Add conversion method for delay.

* Add delay assembly test.

* Add delay to plot test.

* Add delay docstring.

* Update changelog with delay instruction.

* Added docstrings for delay.

* Linting.

* fix: delay comments.
fix: pulse visualization test removal of file command that was removed.
fix: cleaned up pulse tests.

* Make delay instruction handling more explicit.

* Fix conflict error.

* Add delay to schedule assembly

* Modified timeslots to perform more efficient insertions.

* Modified timeslots to perform more efficient insertions.

* Reorder functions.

* Reset util.

* Redefine intervals by start and stop rather than begin and end.

* Redefine intervals by start and stop rather than begin and end.

* Updated changelog.

* Split up schedule tests.

* rename command tests.

* Update changelog with delay instruction.

* Begin adding complement TimeslotCollection method.

* Added complement method to TimeslotCollection.

* Padded out padding method.

* Update pad test.

* Fix pad test.

* Linting and test updates.

* linting.

* Remove duplicate changelog entry for delay.

* Remove helper method.

* update pad docstring.

* fix bad if statement return in timeslots.'

* Linting.

* Add print statement for azure testing.

* Additional print debug.

* Updated debug.

* Another one

* Updated instruction representation.

* Print update.

* debug print statement.

* Print statement.

* Fix bug in complement timeslot generation.

* Added a reno for pad.

* Update padding reno

* Update pulse init.

* Remove init modificiations of pulse.

* Update releasenotes/notes/schedule-pad-method-a56c952fcfdfbf08.yaml

Co-Authored-By: Lauren Capelluto <laurencapelluto@gmail.com>

* Update reno with pulse instead of delay."
Qiskit/qiskit-terra,676cd44fcd1d7f4f16fa5835ed1bb7c85b09ee9c,2019-05-07T14:22:53Z,34bf43b968d77a4b95611ffca612f3332a3c656d/,2019-06-07 14:53:10-04:00/,"Remove the deprecated qiskit._util module (#2329)

The qiskit._util module was left in place as a backwards compat shim and
was intended to be removed in the 0.9 release. Now that 0.8 has been
released and development on 0.9 has opened on master we can remove this,
as this commit does."
Qiskit/qiskit-terra,334641c9322fe468628ca9caaf9e6e6d71d6efc2,2017-05-03T00:13:14Z,dd528c0c2398cb9bda80178027bccd39b596113c/e1fc5a0b8654a1a54e75451cb9c710ed0c6c6f1a/8a1422364e0dca950ce6a8affaf9091ef34ed79c/5d3b3e3f0230ac1e6d870d538ea1915a63ab4d80/2c39096cacd2c1ba82bade39fd30a5bb654bb47f/675a645cb6a6164d8efe5907754f6591956058f5/06482631beceba0a3571e925dcdb1a23b97ecdbf/1b1490464393c247097c4c1ddd70ce0679d75ad3/9d603f11a350ee77e5cd3fa02c8e61f40ab44440/e74c0568e3891f8904070ff234d9d56c9090c130/,2017-12-29 11:05:43+01:00/2018-03-28 13:14:38-04:00/2018-10-31 20:38:16-04:00/2019-01-11 09:56:27-05:00/2017-12-28 14:32:36+01:00/2019-04-03 12:12:57-04:00/2018-05-03 13:52:21-04:00/2017-05-11 12:12:27+02:00/2018-11-04 13:04:46-05:00/2018-03-15 07:10:06-04:00/,Merged qiskit/extensions/standard/
Qiskit/qiskit-terra,0d9225cc0f13c234ac1cb9f1cdb7ad93489e3f75,2018-02-09T18:48:46Z,f0be7c0aa24a79ce1088e3f20dec52c237bec11b/,2018-11-01 13:18:40-04:00/,"but fix in pauli addressing

fixed X <-> Z indexing in eval_hamiltonian with one shot and pauli list
representation for the operator"
Qiskit/qiskit-ibmq-provider,0303b7027f3edc74164290fa4c27c3da8ccbee7c,2020-03-20T15:36:36Z,075389d13d4f7428d2aa829131156a0e02f51ca4/a53ec8035bf87fc22ffe72caead58228775af777/b6f747f0bb5c6f038b9180227a7afd381bf94984/462be46970531d79fe615c7d565e4844a5f60e5b/,2020-05-05 16:04:44-04:00/2020-05-01 11:17:41-04:00/2020-05-29 13:57:52-04:00/2020-04-28 20:28:38-04:00/,"Job scheduling mode (#593)

* Add run mode

* run mode only available after running

* changelog

* always refresh"
quantumlib/Cirq,4b86d53ded76368f244dd42f8909c274521a3424,2019-02-27T02:06:59Z,7f85f548e14b10d61372087f17749cdae431e2b7/,2019-08-22 10:59:35-07:00/,Add density matrix to simulator benchmarker (#1400)
Qiskit/qiskit-terra,c1805f56075d1ec4ae963fba10d1912a2d70680f,2019-11-13T15:28:57Z,5221fe330adba5529bfa22dc25262ac8e6291aaf/,2020-01-02 09:59:30-05:00/,"TestTextWithLayout is using line_length, which is deprecated (#3430)"
Qiskit/qiskit-terra,fe7e1ee26e73c3e091215ff919b31af30b466583,2019-02-23T03:38:13Z,c614eecbc99456896e2f125aefa48bafa3fdaaa4/,2020-04-06 17:40:23-04:00/,empty circuit (#1849)
quantumlib/Cirq,60b4ad3042db7c587c9dd26463c6bca2fe5b871c,2020-09-09T23:39:52Z,497c19fb4786003da51613959904cce69cddfa34/,2020-10-06 11:58:32-07:00/,"Fix command-line engine start up guide (#3304)

* Fix command-line engine start up guide

- Fix list bulleting
- Fix printing URL to use job_id and program_id"
rigetti/pyquil,2b983e5d6bd60ea5a49288ff96616cc719203961,2018-02-21T18:09:23Z,c01ac52525d85b16cf7e11680cb1e54d86a7958f/f45d6e741493d0ddcdb721fb320cffd06acd9b4b/a952c3df9afaf40b076734a9a37f93d09d3b399f/,2018-04-04 12:04:43-07:00/2018-04-30 11:01:49-07:00/2018-10-03 16:37:16-07:00/,highlight what qubits are available for programming (#346)
